NEGATIVE #	SUBJECT	LOCATION	COUNTY	STATE	COUNTRY	MONTH	DAY	YEAR	PHOTOGRAPHER	GLASS PLATE	CELLULOID	SAFETY FILM	SIZE	BLACK & WHITE	COLOR	4X5 COPY NEGATIVE	35MM SLIDE	PRINT ON FILE	COMMENTS1	COMMENTS2	PUBLISHED
1	Agate Spring Quarries. Panoramic view. University Hill on right.	Agate Springs	Sioux	Nebraska	USA			1906	O A Peterson	Y			5x7	Y		Y		Y	Counterpart of the panoramic view of the Agate Spring fossil quarries, looking east and northeast. See also #2.		
2	Agate Spring Quarries. Panoramic view. Carnegie Hill in center.	Agate Springs	Sioux	Nebraska	USA			1906	O A Peterson	Y			5x7	Y		Y		Y	Looking eastward and northeastward. See also #1.		
3	Agate Springs Quarries. Hauling large slab from fossil quarries to Harrison, Nebraska.	Agate Springs	Sioux	Nebraska	USA			1908		Y			5x7	Y		Y		Y			
4	Agate Spring Quarries. Fitting a frame over a block containing a Stenomylus skeleton.	Agate Springs	Sioux	Nebraska	USA			1907	O A Peterson	Y			5x7	Y		Y	Y	Y			
5	Agate Spring quarries. Stenomylus quarry. Moving dirt from quarry; boxes in foreground are on the lower bone layer.	Agate Springs	Sioux	Nebraska	USA			1907	O A Peterson	Y			5x7	Y		Y		Y			
6	Agate Spring quarries. Activity in Stenomylus quarry.	Agate Springs	Sioux	Nebraska	USA			1909	O A Peterson	Y			5x7	Y		Y		Y			
7	Agate Spring quarries. Excavating in the Stenomylus quarry. Loading the first charge of Giant powder.	Agate Springs	Sioux	Nebraska	USA	7	1	1909	O A Peterson	Y			5x7	Y		Y		Y			
8	Agate Spring quarries. Excavation in progress at Stenomylus quarry.	Agate Springs	Sioux	Nebraska	USA			1909	O A Peterson	Y			5x7	Y		Y		Y			
9	Agate Spring quarries. 'Stenomylus  Sandstone', an exposure not far from the Stenomylus quarry and in the same horizon.	Agate Springs	Sioux	Nebraska	USA			1907	O A Peterson	Y			5x7	Y				Y			
10	Agate Spring quarries. Near the Stenomylus quarry. A dike in the Lower Harrison beds ¼ mile below the Stenomylus quarry.	Agate Springs	Sioux	Nebraska	USA			1907	O A Peterson	Y			5x7	Y				Y			
11	Agate Spring quarries. Lower Harrison beds near the Stenomylus quarry; 'plant structure'.	Agate Springs	Sioux	Nebraska	USA			1907?	O A Peterson	Y			5x7	Y				Y			
12	Near Agate Spring. William H Utterback taking out daemonelix in lower Miocene; near Cook ranch house.	Agate Springs	Sioux	Nebraska	USA			1900	J B Hatcher	Y			5x7	Y		Y		Y			
13	Near Agate Spring. Daemonelix in lower Miocene formation near Cook ranch house.	Agate Springs	Sioux	Nebraska	USA			1900	J B Hatcher	Y			5x7	Y				Y			
14	Agate Springs quarries map.	Agate Springs	Sioux	Nebraska	USA					Y			8x10	Y				Y			
15	Daemonelix spirals in Loup Fork deposits.	near Harrison	Sioux	Nebraska	USA			1900	J B Hatcher	Y			5x7	Y				Y			
16a	William H Utterback digging out daemonelix. Headwaters of Monroe Creek.	Monroe Creek headwaters	Sioux	Nebraska	USA			1900	J B Hatcher	Y			5x7	Y		Y		Y			
16b	Dakota sandstone on Sheep Creek, 1 mile below Camp Carnegie showing where Sheep Creek once cut through the Sand Rock.		Albany	Wyoming	USA			1901	O A Peterson	Y			5x7	Y		N	N		Negative missing; no print made.		
17	Snow water Camp. William Reed, J L Wortman, and Reed Jr; Wortman feeding dog, Reed at tent opening, Reed Jr at right.	Snowwater Camp		Wyoming	USA			1899		Y			5x7	Y		Y		Y			
18	Camp Carnegie at Sheep Creek.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
19	Expedition 1899. Holland and Wortman at work in Quarry D, Sheep Creek.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
20	Crating Diplodocus in Quarry D with Reed Jr, Wortman, Miller, and Reed.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
21	Expedition 1899. Stripping off the surface at Quarry D; L-R: Reed, Wortman, Coggeshall.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
22	Stripping off the surface at Quarry D; L-R: Reed, Wortman, Coggeshall.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
23	Expedition 1899. Quarry D?	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
24	At dinner in Camp Carnegie, Sheep Creek.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y	See #36		
25	Expedition 1899. Femur in place at Quarry D; Jacob L Wortman in background.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
26	Expedition 1899. Sheep Creek. Visit by AMNH from the Bone Cabin Quarry to Quarry D; includes William Reed, Albert Thompson (lepidopterist with AMNH), William J Holland, Henry F Osborn, William D Matthew, Walter Granger, Richard S Lull, & Jacob D Wortman.	Sheep Creek	Albany	Wyoming	USA	8	8	1899		Y			5x7	Y		Y		Y			
27	Coggeshall, Reed & Wortman (L-R) at Quarry D.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
28	Coggeshall, Reed & Wortman (L-R) at Quarry D.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
29	Quarry D; bones in place, W H Reed seated.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
30	Quarry D; scapula.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
31	First scapula of Diplodocus uncovered by Carnegie Museum.	Sheep Creek	Albany	Wyoming	USA			1899	William Reed Jr	Y			5x7	Y		Y		Y			
32	Boxing specimens in the field.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
33	Quarry D.	Sheep Creek	Albany	Wyoming	USA			1899	William Reed Jr	Y			5x7	Y		Y		Y			
34	Quarry D; Wortman? kneeling at left.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
35	Bonediggers Camp; four men and a dog.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
36	At dinner at Camp Carnegie (about 8 men at table in tent; Holland at left).	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y	See #24		
37	Bonediggers Camp; four men and a dog; Miller, Wortman, Reed, and Reed Jr.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
38	Rocks. One mile below Camp Carnegie & Sheep Creek.	Sheep Creek; near	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
39	Quarry D; beginning of work in quarry.	Sheep Creek	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
40	Expedition 1900. Camp at Picket Lake, Red Desert, Wyoming; Mr Bunn (teamster) & William Reed.	Red Desert		Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y	'At this camp sometime in April we were forced to stay in bed for 2 nights and a day through a terrific blizzard. There was no wood.'		
41	Camp at Picket Lake, Red Desert, Wyo. after a severe blizzard in latter part of April; William Reed in tent entrance and Mr. Bunn (teamster).	Red Desert		Wyoming	USA	4		1900	O A Peterson	Y			5x7	Y		Y		Y			
42	Expedition 1900. Peacefully at sleep on Sheep Creek early in the morning before the salutation of the guns on the morning of July 4, 1900. Those at sleep a party of bone diggers from the American Museum camp at Bone Cabin quarry.	Sheep Creek	Albany	Wyoming	USA	7	4	1900	O A Peterson	Y			5x7	Y		Y		Y	Visiting the boys at Camp Carnegie.		
43	Peacefully at sleep on Sheep Creek early in the morning before the salutation of the guns on the morning of July 4, 1900; visitors from AMNH's camp at Bone Cabin Quarry in beds.	Sheep Creek	Albany	Wyoming	USA	7	4	1900	O A Peterson	Y			5x7	Y		Y		Y			
44	Sheep Creek, after the gun salutation on the early morn of July 4, 1900. Museum party on the visit to Camp Carnegie on Sheep Creek.	Sheep Creek	Albany	Wyoming	USA	7	4	1900	O A Peterson	Y			5x7	Y		Y		Y	Doctored photograph.		
45	Group of bonediggers, Camp Carnegie, Sheep Creek, Wyoming, July 4, 1900. Back row, R-L: Mr Patten, Mr Gilmore, Mr Loomis; front row: Pete Kaison of AMNH, Paul Miller.	Sheep Creek	Albany	Wyoming	USA	7	4	1900	O A Peterson	Y			5x7	Y		Y		Y			
46	Group of bonediggers; back row, R-L: Mr Patten, Mr Gilmore, Mr Loomis; front row: Pete Kaison of AMNH, Paul Miller.	Sheep Creek	Albany	Wyoming	USA	7	4	1900	O A Peterson	Y			5x7	Y		Y		Y			
47	Sheep Creek, Quarry D ready for taking out the bones; Gilmore & Patten.	Sheep Creek	Albany	Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
48	Excavating in Quarry D; Patten & Gilmore.	Sheep Creek	Albany	Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
49	Charles Gilmore at work in Quarry D; bones covered by tarpaulin back of him; Dakota sandstone in background.	Sheep Creek	Albany	Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
50	The old Cope Quarry, Canon City, Colorado.	Cañon City	Fremont	Colorado	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
51	Hatcher's spring. Swallows nests, Lance Formation.		Converse	Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
52	Stripping of the surface at Quarry D; Charles Gilmore & Mr Patten.	Sheep Creek	Albany	Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
53	Boles Ranch, Little Medicine			Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
54	T. B. Ranch.	Freezeout Hills		Wyoming	USA			1900		Y			5x7	Y		Y		Y			
55	Marsh Quarry, Canon City, Colorado. Operated by Mr. Utterback in 1901.	Cañon City	Fremont	Colorado	USA			1901	J B Hatcher	Y			5x7	Y		Y		Y			
56	Knowels Ranch on Badland Creek; Oligocene in fore- and background.		Sioux	Nebraska	USA			1902?	O A Peterson	Y			5x7	Y		Y		Y	See #122		
57	Carnegie Creek; sandstone one mile below camp.	Sheep Creek, near	Albany	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
58	Troublesome Creek vicinity.	Troublesome Creek	Carbon	Wyoming	USA			1899		Y			5x7	Y		Y		Y	Country around Troublesome Creek		
59	Hogbacks in vicinity of Troublesome Creek.	Troublesome Creek	Carbon	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
60	Jurassic exposures on Troublesome Creek.	Troublesome Creek	Carbon	Wyoming	USA			1899		Y			5x7	Y		Y		Y			
61	Hatcher's spring.	Hatcher's Spring	Converse	Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y	The spot where the first skull of Triceratops was discovered by cowboys from 999 Ranch on Cheyenne River. Horn of same specimen discovered by Hatcher in Dr Jeserun(?)'s office in 1888 in Douglas, Wyoming, and led to discovery of famous dinosaur and	Cretaceous mammal field of Converse County on Lance Creek.	
62	Nipple at Marsh Quarry.	Cañon City	Fremont	Colorado	USA			1900?	J B Hatcher	Y			5x7	Y		Y		Y			
63	Expedition 1900. Picket Lake on Red Desert.	Red Desert		Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y	Lower Eocene (Wasatch) formation in background		
64	Expedition 1900. Lance Formation on Lance Creek; broken down Mesozoic strata.	Lance Creek	Converse	Wyoming	USA			1900	J B Hatcher	Y			5x7	Y		Y		Y			
65	Expedtion 1900. Back of T. B. Ranch at Freezeout Hills, showing eroded fragments of a sandstone ledge.	Freezeout Hills		Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
66	Expedition 1900. Looking toward the Freezeout Hills.			Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
67	Expedition 1900. Jurassic sandstone on Beaver Creek, 3 miles above Hailey, Wyoming.	Wind River Basin		Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
68	Expedition 1900. Concretions in the Lance Creek on Lance Creek.	Lance Creek	Converse	Wyoming	USA			1900	J B Hatcher	Y			5x7	Y		Y		Y			
69	Expedition 1900. Cretaceous formation. Remarkable exposure of eroded concretions.		Converse	Wyoming	USA			1900	J B Hatcher	Y			5x7	Y		Y		Y			
70	Expedition 1900. Tertiary overlaying Mesozoic formation, east bluff of Beaver Creek.	Wind River Basin		Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
71	Expedition 1900. Benton shale.	Sheep Creek	Albany	Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
72	Expedition 1900. Sandstone erosion at Freezeout.			Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
73	Dakota sandstone on Sheep Creek, one mile below Camp Carnegie showing where Sheep Creek once cut through the sand rock.	Sheep Creek	Albany	Wyoming	USA			1901	O A Peterson	Y			5x7	Y		N			Plate missing.		
74	Lower Miocene Pine bluffs, northwest of Harrison.	northwest of Harrison	Sioux	Nebraska	USA			1901	O A Peterson	Y			5x7	Y		Y		Y			
75	Entrance to Jefferson Canyon, looking down canyon near Jefferson Island.	Jefferson Canyon	Jefferson	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
76	White River beds; Sallie & Henry Hoellim fishing.	Jefferson Valley	Jefferson	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
77a	Tertiary bluffs, Deep Creek, Townsend.	Townsend	Broadwater	Montana	USA	7	24	1902	Earl Douglass	Y			5x7	Y		Y		Y			
77b	Tertiary bluffs, Deep Creek, Townsend.	Townsend	Broadwater	Montana	USA	7	24	1902	Earl Douglass	Y			5x7	Y				Y			
78	White River beds, northeast of Winston.	Northeast of Winston	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
79	Deep River; White River beds and carboniferous opposite Cold Springs.	Opposite Cold Springs	Jefferson?	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
80	Tertiary formation. Rhoades Ferry, east of Winston.	Roades Ferry; east of Winston	Broadwater	Montana	USA	9	28	1902	Earl Douglass	Y			5x7	Y		Y		Y			
81	White River Formation, near Winston.	near Winston	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
82	Deep River beds; concentric structure, containing vertebrate fossils. Canyon Ferry.	Canyon Ferry	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
83	Camp near Fossil Hill; Deep River beds southeast of Canyon Ferry. Tent, wagon, and two men standing.	Southeast of Canyon Ferry	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
84	Contact between White River and eruptive rocks. Canyon Ferry.	Canyon Ferry	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
85	White River beds, northeast of Helena.	Northeast of Helena	Lewis & Clark	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
86	Quaternary. Canyon Ferry.	Canyon Ferry	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
87	Tertiary on Deep Creek, near Townsend.	Deep Creek; near Townsend	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
88	White River beds north of Beaver Creek.	North of Beaver Creek		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
89	Ripple marks; White River beds, Lower Madison Valley. Saddle horse waiting.	Lower Madison Valley		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
90	White River beds. Beaver Creek northeast of Winston.	Beaver Creek; northeast of Winston	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
91	White River beds. West view of river. Lower Madison Valley. Man fishing.	Lower Madison Valley		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
92	Bank with Procamelus (Miocene). Jacoby's Ranch, Lower Madison Valley.	Jacoby's Ranch; Lower Madison Valley		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
93	Looking south from Fossil Hill, near Canyon Ferry. Lake Sewell.	Near Canyon Ferry; Lake Sewell	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
94	Looking west from Fossil Hill. Canyon Ferry.	Canyon Ferry	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
95	Fossil Hill. Canyon Ferry. Fence in middle foreground.	Canyon Ferry	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
96	Loup Fork beds. Lower Madison Valley. Where Procamelus skull was found.	Lower Madison Valley		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
97	Fluvial deposit. Loup Fork. Lower Madison Valley.	Lower Madison Valley		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
98	White River bed and Loup Fork. Lower Madison Valley.	Lower Madison Valley		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
99	Mr. Flaherty's family, etc. North Boulder Valley. Cold Springs.	North Boulder Valley; Cold Springs		Montana	USA	6		1902	Earl Douglass	Y			5x7	Y		Y		Y			
100	Smoothed limestone hills, south Boulder River.	South Boulder River		Montana	USA	6		1902	Earl Douglass	Y			5x7	Y		Y		Y			
101	White River. McCarty's Mountain.	McCarty's Mountain		Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
102	Belt Formation. Below Canyon Ferry.	Canyon Ferry	Broadwater	Montana	USA	8		1902	Earl Douglass	Y			5x7	Y		Y		Y			
103	Quaternary and White River. Canyon Ferry.	Canyon Ferry	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
104	Tertiary opposite Cold Spring. Deep River, White River and Carboniferous.		Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
105	Tertiary beds, Deep Creek near Townsend. Looking up creek.	Deep Creek near Townsend	Broadwater	Montana	USA			1902	Earl Douglass	Y			5x7	Y		Y		Y			
106	Lance Creek, Converse County.		Converse	Wyoming	USA			1900?	J B Hatcher	Y			5x7	Y		Y		Y			
107	Red Butte, Cameron Meadows.			Wyoming	USA			1900?		Y			5x7	Y		Y		Y			
108	Expedition 1900. Wind River Mountains. Taken from the crossing of Sweetwater River at the old emigrant trail in Wyoming. Mountains are some 60 to 80 miles in the distance.			Wyoming	USA			1900	O A Peterson	Y			5x7	Y		Y		Y			
108a	General view of Oreodon or upper Oligocene formation on Badland Creek. (Courthouse and Church buttes lower Miocene in background.)		Sioux	Nebraska	USA			1902?	O A Peterson	Y			5x7	Y		Y		Y			
109	Expedition 1902. Oligocene formation. Upper Titanotherium sandstone inn foreground; Oreodon beds in background. Extreme background to left possibly Miocene. `Toadstool Park'. Two miles west of Adelia.	Adelia	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y		Y		Y			
110	Nonconformity between the Titanotherium and Oreodon beds, two miles west of Adelia.	Adelia	Sioux	Nebraska	USA			1902?	O A Peterson	Y			5x7	Y				Y			
111	Oligocene exposure. General view of Oligocene exposure two miles west of Adelia.	Adelia	Sioux	Nebraska	USA			1902?	O A Peterson	Y			5x7	Y				Y			
112	Eroded Titanotherium sandstone ledge two miles west of Adelia.	Adelia	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
113	Contact between Titanotherium beds and Oreodon beds two miles west of Adelia.	Adelia	Sioux	Nebraska	USA			1902?	O A Peterson	Y			5x7	Y				Y			
114	Expedition 1902. Oligocene formation showing banding in the Oreodon beds two miles west of Adelia.	Adelia	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
115	Showing nonconformity between Titanotherium beds and the overlaying Oreodon beds.	Adelia?	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
116	Erosion in the Titanotherium beds. Uras Sand Creek.		Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
117	Oligocene. Oreodon beds. Badland Creek [two people on bluff].	Badland Creek	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y		Y		Y			
118	Small ranch. The little round butte in background possibly Gehring sand.		Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
119	Expedition 1902. Monroe Creek. Fossil hunters camp.	Monroe Creek	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y		Y		Y			
120	Expedition 1902. Monroe Creek. Fossil hunters camp.	Monroe Creek	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y		Y		Y			
121	Lower Miocene, Lower Harrison beds, Pine Ridge north of Harrison.		Sioux	Nebraska	USA			1902?	O A Peterson	Y			5x7	Y		Y		Y			
122	Oligocene formation on Prairie Dog Creek (Knowels Ranch).	Knowels Ranch	Sioux	Nebraska	USA			1902?	O A Peterson	Y			5x7	Y				Y	See also #56.		
123	Expedition 1902. Oligocene. View of Hat Creek Basin from the head of Prairie Dog Creek. Note: Pine Ridge (Lower Miocene) in the distant background.	Prairie Dog Creek	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
124	Expedition 1902. Oligocene formation. Badlands. Hat Creek Basin.	Hat Creek Basin	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
125	Expedition 1902. Oligocene Badlands, west Nebraska. Southern border of Hat Creek Basin.	Hat Creek Basin	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
126	Expedition 1902. Upper Oligocene. Hat Creek Basin, vicinity of Sand Creek.	Hat Creek Basin	Sioux	Nebraska	USA			1902	O A Peterson	Y			5x7	Y				Y			
127	Middle Miocene and Oligocene on top covered by vegetation. Looking northeastward from the divide between Platte River and Whistle Creek.	Platte River/Whistle Creek divide	Sioux	Nebraska	USA					Y			5x7	Y				Y			
128	Middle Miocene and Pliocene on top exposure on the divide between Platte River and Whistle Creek.	Platte River/Whistle Creek divide	Sioux	Nebraska	USA					Y			5x7	Y				Y			
129	Concretions at the top of the Lower Harrison beds, Whistle Creek.	Whistle Creek	Sioux	Nebraska	USA					Y			5x7	Y				Y			
130	Head of Warbonnet Canyon. Lower Miocene.	Warbonnet Canyon	Sioux	Nebraska	USA				O A Peterson	Y			5x7	Y				Y			
131	Loup Fork beds. Head of Warbonnet Creek.	Warbonnet Creek	Sioux	Nebraska	USA				O A Peterson	Y			5x7	Y				Y			
132	Hailey, Wyoming. Wind River Basin, showing Benton Shales in background. Ranch outbuildings and wagon; camp on rise in background.	Hailey		Wyoming	USA			1900	O A Peterson	Y			5x7	Y				Y			
133	Expedition 1903. Patiently waiting [riderless horse]. In the Badlands of northwest Nebraska (Oligocene).			Nebraska	USA			1903	O A Peterson	Y			5x7	Y				Y			
134	Expedition 1904. Loup Fork (=Lower Harrison beds). Pine Ridge northwest of Harrison (head of Warbonnet Creek).		Sioux	Nebraska	USA			1904	O A Peterson	Y			5x7	Y				Y			
135	On Running Water. Digging out a specimen in the Lower Miocene formation.		Sioux	Nebraska	USA			1905?	W J Holland & O A Peterson	Y			5x7	Y		Y		Y			
136	Expedition 1906? Tertiary formation in Montana. Man climbing.			Montana	USA			1906?	Earl Douglass	Y			5x7	Y				Y			
137	O.A. Peterson in Dinosaur Camp. Packing up the day's collecting.	Dinosaur National Monument		Utah	USA			1911	Earl Douglass?	Y			5x7	Y		Y		Y			
138	Dinosaur Quarry. View looking northeastward from quarry (for panoramic group no. 1).	Dinosaur National Monument	Uintah	Utah	USA			1911	Earl Douglass?	Y			5x7	Y		Y		Y	But no print in book as yet.		
139	In a park of the Uinta Mountains. Wagon with standing man and young boy in wagon.		Uintah	Utah	USA			1911	Earl Douglass?	Y			5x7	Y				Y			
140	Crossbedding in the Triassic sandstone at Green River.		Uintah	Utah	USA			1911	Earl Douglass?	Y			5x7	Y				Y			
141	View of Green River and Ashley valleys. Jura-Triassic, the Dinosaur Quarry and the Dakota sandstones in the foreground and the Cretaceous series in the distance (duplicate for panoramic group no. 2).	Dinosaur National Monument	Uintah	Utah	USA			1911	Earl Douglass?	Y			5x7	Y		Y		Y			
142	Dinosaur Quarry. View looking eastward from quarry (for panoramic group no. 1).	Dinosaur National Monument	Uintah	Utah	USA			1911	Earl Douglass?	Y			5x7	Y		Y		Y			
143	The Red Beds Trias and underlaying beds, Green River (near Dinosaur Quarry).		Uintah?	Utah	USA			1911	Earl Douglass?	Y			5x7	Y				Y			
144	Flowers in the desert in early June, Uinta Basin.	Uinta Basin	Uintah	Utah	USA	6	12	1911	O A Peterson	Y			5x7	Y				Y			
145	The start for Uinta Basin (Ainge home on Green River).	Green River		Utah	USA			1912	O A Peterson	Y			5x7	Y				Y			
146	McCooks Crossing on White River. Looking upstream. Horizon A in the background (Uinta sediment).			Utah	USA			1912	O A Peterson	Y			5x7	Y				Y			
147	Chipeta Wells. Horizon B of the Uinta sediments.	Chipeta Wells	Uintah	Utah	USA			1912	O A Peterson	Y			5x7	Y		Y		Y			
